tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""51149850400""","""Richmond, VA""",4.00,4666.00,1807.00,81130.13,46,57,50,21,27,23,25,30,27,10.89,0.34,2.19,2,2,25832,25403,25837,0,0,0,16851,16418,16758,13076,12705,12981,3767,3705,3768,9,8,9,11,10,11,0.7,2.3,0.42,0.02,2954,85,3128,84,178,15,3403,1225,1480,,83,17
"""51149850501""","""Richmond, VA""",3.00,5933.00,2086.00,46104.49,54,67,59,28,36,31,25,31,28,11.58,0.62,2.28,2,2,26420,25966,26402,0,0,0,17474,17088,17394,13613,13294,13535,3853,3787,3850,8,8,8,10,10,10,0.9,2.3,0.29,0.05,2976,92,2975,85,107,25,2572,1627,1731,451,90,10
"""51149850502""","""Richmond, VA""",3.00,5311.00,1791.00,17066.38,47,58,51,22,28,24,25,30,27,11.21,1.27,2.21,2,2,25691,25615,25806,1,1,1,16960,16577,16880,13202,12830,13105,3747,3736,3763,12,11,12,14,14,14,1.2,2.7,0.53,0.10,3777,90,4755,84,90,33,2318,1262,1302,1019,83,17
"""51153900100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3318.00,1391.00,1380.93,43,54,69,30,37,49,14,17,20,6.85,6.96,1.81,2,2,17134,16968,16455,6,6,6,14078,13768,12691,11378,11094,10101,2500,2475,2400,200,199,191,36,35,34,7.7,7.0,4.38,1.01,17971,26,17978,79,19,81,1689,2578,2632,2382,80,20
"""51153900201""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2217.00,743.00,400.00,32,40,51,18,22,30,14,17,21,7.25,13.47,1.88,2,2,17218,17024,16510,8,8,7,14590,14289,13216,11825,11553,10560,2512,2484,2408,254,253,248,45,45,44,8.1,7.1,11.77,1.86,20429,30,19930,78,7,197,765,1554,1651,1361,68,32
"""51153900202""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4241.00,1164.00,494.10,36,44,56,19,24,32,16,20,24,8.55,20.95,2.18,2,2,19134,19044,18676,6,6,5,16684,16430,15315,13704,13467,12416,2792,2778,2724,188,184,175,33,33,31,4.5,7.5,4.15,2.36,23292,79,23039,78,14,179,1028,1680,1797,1035,83,17
"""51153900203""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4776.00,1449.00,264.84,30,37,48,18,22,29,12,15,19,6.36,37.27,1.65,2,2,15262,15038,14498,8,8,8,12848,12590,11675,10355,10125,9289,2227,2194,2114,267,271,272,47,48,48,9.0,7.9,18.33,5.47,23454,12,23642,77,7,253,696,1520,1200,1555,29,71
"""51153900300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,8520.00,3438.00,1321.24,34,42,54,21,26,35,13,16,19,6.52,20.32,1.74,2,2,16360,16168,15645,6,6,6,13507,13224,12229,10933,10676,9756,2387,2359,2282,187,190,191,33,34,34,8.8,7.1,9.45,2.60,22362,14,21942,78,9,210,882,1822,1993,1519,61,39
"""51153900403""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,4945.00,1801.00,1874.72,34,42,54,21,26,34,13,16,20,6.45,11.50,1.80,2,2,15970,15860,15459,4,4,4,13732,13447,12424,11268,10996,10030,2330,2314,2254,134,137,139,24,24,25,6.1,8.2,3.67,0.96,22243,36,29736,77,11,163,880,1774,1935,1367,65,35
"""51153900404""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6072.00,1688.00,674.41,33,41,53,19,23,31,15,18,22,6.04,17.44,2.01,2,2,18172,18070,17685,4,5,4,15410,15145,14081,12609,12358,11354,2651,2636,2579,150,151,148,27,27,26,5.1,7.8,2.83,2.50,23212,50,23826,77,18,123,1238,1604,1548,1775,77,23
"""51153900407""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,7473.00,2342.00,503.53,33,40,52,19,24,31,14,17,21,7.31,38.02,1.84,2,2,17299,17083,16536,5,5,5,14211,13944,12945,11534,11295,10373,2524,2492,2412,153,157,160,27,28,28,6.7,6.7,6.93,4.65,23495,35,17174,79,13,161,1086,1632,1367,1495,42,58
"""51153900408""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4616.00,1317.00,479.99,39,48,61,23,29,38,15,19,23,8.92,31.69,2.04,2,2,19894,19809,19441,4,4,4,15870,15603,14523,12831,12577,11555,2902,2890,2835,136,136,133,24,24,24,5.1,6.5,2.96,2.74,22692,40,15231,79,16,160,1199,2006,2063,1445,85,15
"""51153900409""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6010.00,1426.00,515.59,37,46,60,21,27,35,16,20,25,9.20,26.60,2.18,2,2,19932,19826,19446,4,4,4,16704,16493,15466,13654,13460,12495,2908,2892,2836,142,141,135,25,25,24,5.0,7.3,2.95,2.77,22798,60,18512,78,17,104,1214,1837,1861,1501,81,19
"""51153900410""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,5291.00,1627.00,1071.20,36,45,58,23,28,37,14,17,21,7.59,13.73,1.84,2,2,17380,17196,16694,6,6,6,14303,14043,13060,11574,11338,10427,2536,2509,2435,193,196,198,34,35,35,8.3,7.5,14.98,1.52,21754,19,19031,78,19,95,1371,1956,2130,1713,52,48
"""51153900501""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,8083.00,2365.00,953.10,35,43,55,21,26,34,14,17,21,6.67,19.81,1.92,2,2,16920,16804,16408,5,5,5,14683,14432,13425,12059,11824,10877,2468,2452,2393,155,157,156,28,28,28,6.1,8.3,5.07,2.48,23223,44,28336,76,20,127,1239,1782,1922,1498,61,39
"""51153900502""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,4653.00,1922.00,527.96,36,45,58,24,30,40,12,15,18,6.13,22.31,1.63,2,2,15342,15166,14680,7,7,7,12682,12405,11468,10218,9962,9092,2238,2213,2141,226,231,236,40,41,42,9.2,8.2,9.96,3.64,21813,1,23492,77,8,183,785,2091,2216,1903,63,37
"""51153900600""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,7764.00,2305.00,679.52,31,39,50,18,22,29,14,17,21,4.25,14.46,1.88,2,2,16745,16579,16099,5,5,5,14406,14139,13119,11781,11537,10590,2443,2419,2348,182,183,181,32,32,32,6.5,7.9,4.70,3.39,21754,43,21673,77,14,185,965,1523,1279,1136,60,40
"""51153900701""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,7139.00,2697.00,667.80,33,40,52,20,25,33,13,15,19,6.54,27.09,1.68,2,2,16019,15886,15460,5,5,5,13042,12782,11855,10539,10296,9430,2337,2318,2255,166,169,170,29,30,30,8.9,8.0,5.02,4.04,21814,4,21420,77,13,150,1046,1734,1853,1667,55,45
"""51153900702""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,8206.00,2420.00,1309.91,37,46,59,22,28,36,15,18,23,8.61,16.02,1.99,2,2,19474,19328,18854,5,5,4,15506,15256,14216,12506,12280,11319,2841,2820,2750,159,156,147,28,28,26,6.1,7.2,2.47,1.85,18382,50,17007,78,22,87,1702,1905,1893,1612,71,29
"""51153900801""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,6793.00,2072.00,1796.70,49,61,79,33,41,54,16,20,25,9.26,12.36,2.21,2,2,20798,20597,20021,3,3,2,17012,16737,15570,13892,13647,12569,3034,3005,2920,86,85,81,15,15,14,3.5,6.2,2.01,1.15,16787,84,12866,80,17,77,1503,2814,2804,2817,90,10
"""51153900802""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,9529.00,3206.00,1693.86,38,47,60,24,30,39,14,17,21,8.00,28.99,1.84,2,2,18699,18510,17969,3,3,3,14420,14138,13111,11577,11322,10375,2728,2700,2620,115,116,116,20,21,20,7.3,5.7,90.22,1.89,15758,16,11401,80,19,98,1573,2062,2243,1735,68,32
"""51153900901""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,6009.00,1885.00,804.85,30,37,48,17,21,28,13,16,20,7.10,21.57,1.76,2,2,17365,17136,16549,3,3,3,13675,13402,12425,11056,10814,9922,2533,2500,2413,86,88,90,15,16,16,7.9,6.0,5.90,2.34,13132,18,11760,80,12,153,1018,1468,1610,1425,40,60
"""51153900904""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,5623.00,1505.00,2676.14,44,55,71,28,35,46,16,20,25,9.81,5.92,2.20,2,2,21402,21225,20684,2,2,2,16983,16683,15490,13779,13505,12395,3122,3097,3016,82,81,78,15,14,14,4.6,5.1,3.53,0.56,10995,66,9653,81,25,46,1414,2416,2439,2150,90,10
"""51153900905""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,5599.00,1665.00,1250.41,44,55,70,28,35,46,16,20,24,9.45,12.62,2.15,2,2,21182,21089,20676,2,2,2,16666,16386,15243,13516,13250,12170,3090,3077,3015,59,59,57,11,11,10,3.2,5.5,2.62,1.33,11581,72,10026,80,38,69,1891,2408,2946,1064,74,26
"""51153901001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,7219.00,2374.00,13346.50,38,47,61,23,29,38,15,18,23,8.64,5.47,2.01,2,2,20181,20054,19583,2,2,2,15610,15308,14180,12600,12315,11257,2944,2926,2856,67,67,66,12,12,12,3.5,5.5,3.50,0.18,11647,51,16215,80,58,29,2165,1997,2163,1580,72,28
"""51153901005""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,5945.00,1679.00,1260.96,52,65,83,34,43,57,18,22,27,11.11,14.82,2.33,2,2,24233,23994,23344,1,1,1,18191,17937,16762,14609,14391,13315,3535,3500,3404,47,46,43,8,8,8,1.9,5.3,1.56,1.33,14672,95,14118,81,50,61,1683,2969,2979,2821,94,6
"""51153901008""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,8283.00,2472.00,1096.10,37,45,58,22,27,36,15,18,22,8.23,19.71,1.97,2,2,18689,18470,17899,4,4,4,15190,14919,13867,12341,12100,11133,2727,2695,2610,122,124,124,22,22,22,6.5,6.0,14.21,2.26,18218,37,13579,80,13,128,977,1896,2034,1624,58,42
"""51153901009""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,6867.00,2269.00,1101.68,44,54,69,27,34,45,16,20,24,9.04,19.09,2.16,2,2,20766,20642,20181,3,3,2,16698,16403,15212,13584,13308,12187,3030,3012,2943,84,84,81,15,15,14,3.6,6.0,2.43,2.06,19733,86,14167,80,19,144,1155,2371,2538,653,90,10
"""51153901010""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4559.00,1356.00,681.89,42,52,67,27,33,44,16,19,23,9.18,18.80,2.07,2,2,20512,20385,19937,2,2,2,16081,15807,14697,13009,12753,11711,2993,2974,2907,80,80,78,14,14,14,6.0,5.8,3.09,1.99,16778,58,14361,80,11,159,910,2304,2403,1571,84,16
"""51153901011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,6105.00,1838.00,954.39,42,52,67,26,32,43,16,20,24,9.07,17.98,2.15,2,2,20335,20261,19887,3,3,3,16539,16261,15109,13480,13213,12120,2967,2956,2900,92,92,89,16,16,16,4.2,6.5,2.60,1.93,20241,76,14774,79,18,133,1078,2235,2299,1778,88,12
"""51153901012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3350.00,1568.00,1108.06,38,47,60,23,29,39,15,18,22,6.67,9.44,2.00,2,2,17694,17628,17225,2,2,2,15223,14854,13600,12560,12200,11005,2581,2572,2512,82,83,83,14,15,15,4.4,5.6,10.78,1.42,17055,67,13843,80,22,91,1182,2027,2046,1913,86,14
"""51153901100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",5.00,5600.00,1294.00,4674.57,33,41,52,20,25,32,13,16,20,6.65,8.83,1.74,2,2,18766,18453,17710,2,2,2,13717,13410,12384,10911,10648,9729,2738,2692,2583,68,70,72,12,12,13,5.9,4.5,2.56,0.28,8041,36,8500,81,42,36,1582,1695,246,1693,10,90
"""51153901203""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3923.00,1225.00,828.43,39,48,61,23,28,37,16,20,24,8.31,14.71,2.16,2,2,19219,19096,18667,4,4,4,16519,16220,15029,13569,13288,12164,2804,2786,2722,146,146,143,26,26,25,3.0,7.1,2.45,1.48,23333,90,19278,78,24,83,1466,1956,2030,1255,84,16
"""51153901208""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3501.00,1417.00,617.14,35,44,56,22,28,36,13,16,20,6.19,14.82,1.82,2,2,15736,15619,15177,4,4,4,13815,13491,12385,11393,11083,10041,2296,2279,2213,127,129,131,22,23,23,6.1,6.8,6.21,2.30,21652,36,20394,79,16,137,1190,1906,1939,1484,74,26
"""51153901209""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",5.00,6756.00,1995.00,1064.94,38,47,60,23,28,37,15,19,23,8.23,17.71,2.07,2,2,18795,18710,18341,4,4,4,15883,15627,14551,13022,12778,11759,2742,2730,2675,120,120,118,21,21,21,4.4,7.6,3.07,1.87,22688,65,23239,78,18,139,1256,1951,2055,1882,76,24
"""51153901211""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4798.00,1273.00,456.39,36,45,58,20,25,33,16,20,24,8.80,26.23,2.20,2,2,19451,19336,18926,4,4,4,16773,16494,15330,13806,13544,12444,2838,2821,2760,129,129,127,23,23,22,3.5,7.5,3.17,2.79,22814,100,20275,78,12,181,1013,1742,1761,1662,82,18
"""51153901212""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,8362.00,2205.00,765.21,40,49,64,24,31,40,15,19,23,8.80,25.86,2.07,2,2,19402,19299,18911,3,3,3,15929,15664,14577,12990,12740,11712,2831,2816,2758,108,109,107,19,19,19,5.7,7.3,9.03,2.88,21228,64,19298,78,10,162,968,2112,2341,1510,74,26
"""51153901219""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,5269.00,1753.00,5850.63,50,62,79,33,41,54,17,21,25,9.61,3.05,2.26,2,2,22290,22243,21860,2,2,2,17522,17187,15895,14211,13883,12651,3252,3245,3188,60,59,56,11,10,10,1.2,5.6,0.42,0.30,13330,99,14010,80,68,61,2261,2835,2903,904,93,7
"""51153901221""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4877.00,1917.00,571.63,33,41,53,20,25,33,13,16,19,6.82,22.89,1.75,2,2,16762,16711,16382,3,3,3,13531,13243,12231,10978,10695,9731,2445,2438,2389,107,110,111,19,19,20,8.2,7.3,8.17,3.35,21710,20,18867,78,10,209,776,1734,1741,1705,68,32
"""51153901222""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2735.00,836.00,276.54,39,48,62,24,30,39,15,18,22,8.60,26.09,1.97,2,2,19477,19219,18566,2,2,2,15276,15026,13987,12362,12148,11209,2841,2804,2708,73,73,70,13,13,12,7.5,7.0,4.26,3.02,20775,44,18064,79,8,162,850,2057,2075,1988,84,16
"""51153901223""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6445.00,2217.00,881.79,37,46,59,23,29,38,14,18,21,7.75,23.01,1.93,2,2,18249,18209,17892,3,3,3,14863,14575,13497,12089,11806,10776,2662,2656,2609,112,113,111,20,20,20,5.6,7.0,3.55,2.51,22062,40,18934,79,13,136,1171,1982,1988,1833,81,19
"""51153901224""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4504.00,1347.00,786.33,41,51,65,25,32,42,16,19,23,8.47,15.21,2.11,2,2,19014,18976,18660,3,3,3,16119,15830,14675,13239,12956,11851,2774,2768,2721,106,106,103,19,19,18,4.6,7.4,3.76,1.71,23159,77,20527,78,14,113,1058,2199,2216,1084,92,8
"""51153901225""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,5305.00,1517.00,792.79,39,48,62,24,30,40,15,18,23,8.52,16.72,2.02,2,2,19005,18945,18624,4,4,4,15574,15317,14265,12656,12408,11409,2773,2764,2716,145,145,141,26,26,25,7.5,7.6,3.62,1.91,22886,35,21274,78,13,159,847,2070,2103,1332,90,10
"""51153901226""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6376.00,1556.00,894.56,43,54,69,26,33,44,17,21,25,9.94,17.77,2.24,2,2,21479,21416,21092,3,3,3,17311,17090,16013,14082,13872,12848,3134,3124,3076,95,94,90,17,17,16,3.9,6.7,2.66,1.74,19610,78,16294,79,21,102,1354,2291,2449,990,86,14
"""51153901227""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5144.00,1425.00,803.40,40,49,63,23,29,38,16,20,25,9.43,17.95,2.21,2,2,21022,20964,20625,3,3,3,17054,16776,15605,13878,13610,12493,3067,3058,3008,108,107,104,19,19,18,2.9,6.5,2.38,1.77,21662,86,15588,79,32,98,1472,1997,2164,1269,87,13
"""51153901228""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6181.00,1898.00,773.28,41,51,66,24,31,40,17,20,25,9.98,25.07,2.21,2,2,22585,22327,21671,2,2,2,17247,17005,15889,13889,13686,12671,3295,3257,3160,62,61,57,11,11,10,4.1,5.9,2.94,2.45,20715,76,14243,80,26,122,1331,2116,2187,1390,89,11
"""51153901229""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4072.00,1147.00,631.31,43,53,68,25,31,41,18,22,27,10.96,19.99,2.36,2,2,24446,24197,23557,2,2,1,18451,18243,17132,14832,14661,13650,3567,3530,3435,52,51,47,9,9,8,2.2,5.8,2.21,1.82,18139,98,13436,80,34,89,1539,2150,2179,872,93,7
"""51153901230""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4641.00,1274.00,602.67,45,56,72,27,34,45,17,21,26,10.31,23.15,2.32,2,2,22816,22754,22409,2,2,2,17952,17703,16548,14551,14312,13212,3329,3320,3268,72,71,68,13,13,12,2.4,5.6,2.46,2.11,15495,97,13001,80,37,137,1749,2372,2456,1148,92,8
"""51153901231""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6336.00,1907.00,4966.60,45,56,72,29,36,48,16,20,24,9.33,5.22,2.18,2,2,20999,20883,20430,3,3,3,16820,16523,15334,13664,13385,12267,3064,3047,2979,93,91,87,16,16,15,1.9,6.3,0.65,0.38,16302,85,20952,79,42,59,1972,2505,2760,882,80,20
"""51153901232""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,5401.00,1225.00,3150.70,47,59,76,31,39,51,17,20,25,9.59,3.90,2.22,2,2,21482,21395,20959,2,2,2,17148,16808,15528,13939,13612,12400,3134,3121,3057,74,74,72,13,13,13,1.8,5.5,0.68,0.39,13546,89,16014,80,50,47,2157,2667,2674,2516,92,8
"""51153901233""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,7072.00,2145.00,3741.39,50,62,79,32,40,53,17,22,26,10.85,7.85,2.32,2,2,24245,24078,23529,1,1,1,18137,17860,16650,14553,14301,13176,3537,3513,3431,47,46,43,8,8,8,1.4,5.1,0.74,0.57,11947,92,11851,81,64,76,2181,2773,2875,,97,3
"""51153901234""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3028.00,956.00,3958.86,51,63,81,33,41,55,18,22,27,10.95,3.29,2.34,2,2,24777,24551,23900,1,1,1,18324,18046,16823,14666,14421,13299,3615,3582,3485,43,42,39,8,8,7,1.0,4.9,0.27,0.24,12781,97,11581,81,80,56,1555,2864,2889,2664,93,7
"""51153901235""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3131.00,1053.00,1043.00,47,59,76,32,40,52,15,19,23,9.10,17.41,2.06,2,2,20970,20781,20215,2,2,2,16069,15808,14718,12932,12700,11698,3059,3032,2948,77,76,72,14,14,13,2.1,6.9,1.44,1.01,18616,55,18680,79,53,82,2220,2739,2819,1085,91,9
"""51153901236""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,6106.00,1913.00,1241.82,42,53,68,27,34,45,15,18,23,8.36,16.08,2.02,2,2,19035,18960,18612,4,4,4,15548,15282,14216,12650,12395,11384,2777,2766,2714,120,121,119,21,21,21,5.8,7.4,3.52,1.54,20473,47,21117,78,25,103,1164,2366,2546,1998,72,28
"""51153901237""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3460.00,1158.00,224.91,36,45,58,22,28,37,14,17,21,7.76,40.23,1.87,2,2,18150,18089,17758,3,4,3,14480,14218,13209,11715,11462,10504,2648,2639,2590,116,117,116,21,21,21,8.3,7.6,7.79,5.15,22080,27,20665,78,7,262,761,1931,1960,1946,79,21
"""51153901303""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4663.00,1373.00,1049.49,47,58,75,29,37,49,17,21,26,10.02,13.53,2.31,2,2,22441,22456,22218,2,2,2,17809,17565,16418,14475,14229,13121,3274,3276,3240,60,59,56,11,11,10,3.0,5.8,2.15,1.31,16297,92,21096,80,19,92,1276,2546,2546,2108,97,3
"""51153901304""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2660.00,838.00,3658.04,41,51,65,23,29,39,18,22,27,10.62,2.81,2.33,2,2,24277,24027,23350,1,1,1,18185,17918,16722,14601,14371,13277,3542,3505,3405,43,42,39,8,7,7,1.4,4.8,0.33,0.23,11146,95,13033,81,59,47,2274,2018,2080,643,92,8
"""51153901305""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3493.00,1026.00,19407.15,46,57,73,27,34,45,18,22,28,12.07,0.65,2.37,2,2,26973,26849,26323,1,1,1,18831,18547,17310,14864,14598,13442,3935,3917,3839,33,32,30,6,6,5,0.5,3.4,0.14,0.05,6650,97,8117,83,154,17,2969,2376,2457,1596,86,14
"""51153901306""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5545.00,1714.00,7894.04,47,58,75,29,36,48,18,22,27,11.37,3.51,2.39,2,2,25588,25364,24703,1,1,1,18764,18487,17250,14996,14753,13617,3733,3700,3603,35,34,31,6,6,6,0.8,4.4,0.39,0.22,9235,99,10043,82,92,41,2745,2505,2546,,98,2
"""51153901403""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6931.00,2429.00,1218.92,30,38,48,18,23,30,12,15,18,6.18,23.02,1.61,2,2,15501,15309,14790,3,4,4,12497,12231,11313,10122,9880,9036,2262,2233,2157,113,117,121,20,21,21,9.0,7.2,8.54,1.99,21402,7,33440,78,9,164,692,1583,1620,1570,38,62
"""51153901407""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4231.00,1400.00,655.44,31,39,50,19,23,31,13,16,19,7.04,37.65,1.69,2,2,16646,16451,15931,3,3,3,13154,12920,12033,10637,10428,9617,2428,2400,2323,89,91,93,16,16,16,4.6,6.5,10.20,2.14,20507,4,30216,79,6,158,1402,1604,1595,1610,39,61
"""51153901408""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,7970.00,2593.00,1170.19,31,38,49,18,23,30,12,15,19,6.90,41.07,1.65,2,2,16395,16210,15696,2,2,2,12804,12560,11672,10345,10127,9313,2392,2365,2289,67,69,70,12,12,12,9.0,6.1,10.73,2.22,17744,7,27294,80,14,109,1275,1581,1312,1642,30,70
"""51153901409""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,8371.00,2476.00,4610.20,40,50,64,25,32,42,15,18,22,8.81,5.15,1.95,2,2,19749,19566,19033,2,2,2,15176,14934,13932,12225,12011,11091,2881,2854,2776,69,69,66,12,12,12,6.3,6.5,4.42,0.54,15821,30,28444,79,25,61,1335,2202,2364,1818,70,30
"""51153901410""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,8842.00,2326.00,4231.57,48,60,77,31,39,51,17,21,26,10.48,10.60,2.27,2,2,22605,22400,21820,1,1,1,17604,17365,16242,14258,14050,13016,3298,3268,3182,48,47,44,8,8,8,3.4,5.1,1.44,0.55,13205,79,22096,81,28,57,1541,2684,2756,1455,91,9
"""51153901411""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6379.00,1914.00,2519.31,54,68,87,38,47,62,17,21,25,10.28,12.26,2.24,2,2,22814,22526,21797,1,1,1,17398,17110,15911,14033,13787,12698,3328,3286,3179,37,36,34,6,6,6,2.7,4.8,1.43,0.76,11554,90,12972,81,22,73,1347,3247,3300,2760,91,9
"""51153901412""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,7916.00,2040.00,945.23,48,60,77,31,39,51,17,21,26,10.95,23.79,2.27,2,2,23470,23226,22579,1,1,1,17686,17430,16278,14221,14002,12947,3424,3388,3293,40,40,38,7,7,7,3.1,4.9,2.45,2.16,13205,92,16126,81,21,113,1289,2668,2733,1906,89,11
"""51153901413""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4518.00,1231.00,484.53,47,58,75,30,38,50,16,20,25,10.51,27.84,2.18,2,2,22867,22587,21897,1,1,1,17035,16795,15705,13656,13458,12473,3336,3295,3193,42,42,39,7,7,7,6.1,4.8,4.06,2.54,13440,64,16849,81,10,144,993,2611,2636,1804,93,7
"""51153901414""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5052.00,1553.00,1815.11,46,57,74,29,37,49,17,20,25,10.14,18.20,2.20,2,2,22865,22561,21810,1,1,1,17161,16879,15705,13787,13549,12488,3336,3291,3181,38,38,36,7,7,6,2.9,4.4,2.51,0.86,12210,78,13098,82,24,96,1372,2548,2663,1231,93,7
"""51153901415""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3886.00,1155.00,775.46,45,56,73,29,36,48,17,20,25,10.26,17.53,2.20,2,2,22835,22551,21850,1,1,1,17160,16910,15794,13789,13581,12571,3331,3290,3186,39,39,37,7,7,7,5.0,4.6,3.33,1.49,12695,71,14736,81,10,108,964,2491,2550,1860,93,7
"""51153901416""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4748.00,1316.00,923.51,47,59,76,31,38,50,17,20,25,10.56,18.14,2.21,2,2,22732,22409,21646,1,1,1,17243,16993,15874,13884,13682,12678,3316,3269,3157,42,42,39,8,7,7,4.6,4.8,3.45,1.43,11215,76,15626,81,11,143,848,2637,2655,2463,91,9
"""51153901417""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2719.00,881.00,11220.39,50,62,80,32,40,53,18,22,27,11.15,0.89,2.36,2,2,25501,25245,24520,1,1,1,18560,18253,16976,14807,14538,13370,3720,3683,3576,32,32,30,6,6,5,0.8,3.9,0.16,0.08,9053,98,10223,82,104,34,2379,2758,2875,1563,92,8
